Statement_Period,Transaction_Month,Service,Country,Label,Artist,Release_Title,Track_Title,UPC,ISRC,Release Catalog_ID,Track_Catalog_ID,Channel,Format,Quantity,Gross_Revenue_in_USD,Mechanical_Royalties_Deducted,Contract_ID,Contract_Rate_%,Net_Revenue_in_USD,Your_Share_%,Amount_Due_in_USD,Statement_Total_in_USD,Opening_Balance_in_USD,Closing_Balance_in_USD
2017-10,2017-07,Spotify,Philippines,Gurudutt Perichetla,Gurudutt Perichetla,Nightfade,Nocturnal Animals,1.82785E+12,QZ22B1803890,,,Subscription Streaming,Track ,1,0.003353,0,134546,85,0.00285005,100,0.00285005,,,
2017-10,2017-07,Spotify,Malaysia,Gurudutt Perichetla,Gurudutt Perichetla,Nightfade,Battleready,1.82785E+12,QZ22B1803889,,,Subscription Streaming,Track ,1,0.00113,0,134546,85,0.0009605,100,0.0009605,,,
2017-10,2017-07,Spotify,Malaysia,Gurudutt Perichetla,Gurudutt Perichetla,Nightfade,Murder in Red,1.82785E+12,QZ22B1803885,,,Subscription Streaming,Track ,2,0.003398,0,134546,85,0.0028883,100,0.0028883,,,
2017-10,2017-07,Spotify,Netherlands,Gurudutt Perichetla,Gurudutt Perichetla,Nightfade,Drowning in the Shadows,1.82785E+12,QZ22B1803886,,,Subscription Streaming,Track ,1,0.007716,0,134546,85,0.0065586,100,0.0065586,,,
2017-10,2017-07,Spotify,Sweden,Gurudutt Perichetla,Gurudutt Perichetla,Nightfade,Murder in Red,1.82785E+12,QZ22B1803885,,,Subscription Streaming,Track ,1,0.007108,0,134546,85,0.0060418,100,0.0060418,,,
2017-10,2017-07,Spotify,Sweden,Gurudutt Perichetla,Gurudutt Perichetla,Nightfade,Drowning in the Shadows,1.82785E+12,QZ22B1803886,,,Subscription Streaming,Track ,1,0.007108,0,134546,85,0.0060418,100,0.0060418,,,
2017-10,2017-07,Spotify,Sweden,Gurudutt Perichetla,Gurudutt Perichetla,Nightfade,Stranger Things,1.82785E+12,QZ22B1803887,,,Subscription Streaming,Track ,1,0.007108,0,134546,85,0.0060418,100,0.0060418,,,
2017-10,2017-07,Spotify,Sweden,Gurudutt Perichetla,Gurudutt Perichetla,Nightfade,Battleready,1.82785E+12,QZ22B1803889,,,Subscription Streaming,Track ,1,0.007108,0,134546,85,0.0060418,100,0.0060418,,,
2017-10,2017-07,Spotify,Sweden,Gurudutt Perichetla,Gurudutt Perichetla,Nightfade,The Nights,1.82785E+12,QZ22B1803888,,,Subscription Streaming,Track ,2,0.014216,0,134546,85,0.0120836,100,0.0120836,,,
2017-10,2017-07,Spotify,Sweden,Gurudutt Perichetla,Gurudutt Perichetla,Nightfade,Nocturnal Animals,1.82785E+12,QZ22B1803890,,,Subscription Streaming,Track ,1,0.007108,0,134546,85,0.0060418,100,0.0060418,,,
2017-10,2017-07,Spotify,Denmark,Gurudutt Perichetla,Gurudutt Perichetla,Nightfade,Murder in Red,1.82785E+12,QZ22B1803885,,,Subscription Streaming,Track ,1,0.008745,0,134546,85,0.00743325,100,0.00743325,,,
2017-10,2017-07,Spotify,Denmark,Gurudutt Perichetla,Gurudutt Perichetla,Nightfade,Stranger Things,1.82785E+12,QZ22B1803887,,,Subscription Streaming,Track ,1,0.008745,0,134546,85,0.00743325,100,0.00743325,,,
2017-10,2017-07,Spotify,Denmark,Gurudutt Perichetla,Gurudutt Perichetla,Nightfade,Drowning in the Shadows,1.82785E+12,QZ22B1803886,,,Subscription Streaming,Track ,1,0.008745,0,134546,85,0.00743325,100,0.00743325,,,
2017-10,2017-07,Spotify,Poland,Gurudutt Perichetla,Gurudutt Perichetla,Nightfade,Murder in Red,1.82785E+12,QZ22B1803885,,,Subscription Streaming,Track ,1,0.003063,0,134546,85,0.00260355,100,0.00260355,,,
2017-10,2017-07,Spotify,United Kingdom,Gurudutt Perichetla,Gurudutt Perichetla,Angel,Angel,1.82785E+12,QZ22B1803654,,,Subscription Streaming,Track ,1,0.008286,0,134546,85,0.0070431,100,0.0070431,,,
2017-10,2017-07,Spotify,United States,Gurudutt Perichetla,Gurudutt Perichetla,Angel,Angel,1.82785E+12,QZ22B1803654,,,Subscription Streaming,Track ,6,0.023949,0,134546,85,0.02035665,100,0.02035665,,,
2017-10,2017-07,Spotify,Canada,Gurudutt Perichetla,Gurudutt Perichetla,Angel,Angel,1.82785E+12,QZ22B1803654,,,Subscription Streaming,Track ,1,0.004822,0,134546,85,0.0040987,100,0.0040987,,,
2017-10,2017-07,Spotify,United States,Gurudutt Perichetla,Gurudutt Perichetla,Winterfell,Winterfell,1.82785E+12,QZ22B1803149,,,Subscription Streaming,Track ,2,0.009236,0,134546,85,0.0078506,100,0.0078506,,,
2017-10,2017-07,Spotify,United Kingdom,San Atlantis,San Atlantis,One : 1,One : 1,1.82785E+12,QZ22B1812208,,,Subscription Streaming,Track ,1,0.005364,0,134546,85,0.0045594,100,0.0045594,,,
2017-10,2017-07,Spotify,Norway,San Atlantis,San Atlantis,One : 1,One : 1,1.82785E+12,QZ22B1812208,,,Subscription Streaming,Track ,1,0.007115,0,134546,85,0.00604775,100,0.00604775,,,
2017-10,2017-07,Spotify,United States,San Atlantis,San Atlantis,One : 1,One : 1,1.82785E+12,QZ22B1812208,,,Subscription Streaming,Track ,3,0.016675,0,134546,85,0.01417375,100,0.01417375,,,
2017-10,2017-07,Spotify,Sweden,San Atlantis,San Atlantis,One : 1,One : 1,1.82785E+12,QZ22B1812208,,,Subscription Streaming,Track ,1,0.004911,0,134546,85,0.00417435,100,0.00417435,,,
2017-10,2017-07,Spotify,United Kingdom,San Atlantis,San Atlantis,Nebraska,Nebraska,1.82785E+12,QZ22B1812209,,,Subscription Streaming,Track ,9,0.074576,0,134546,85,0.0633896,100,0.0633896,,,
2017-10,2017-07,Spotify,Norway,San Atlantis,San Atlantis,Nebraska,Nebraska,1.82785E+12,QZ22B1812209,,,Subscription Streaming,Track ,1,0.005116,0,134546,85,0.0043486,100,0.0043486,,,
2017-10,2017-07,Spotify,United States,San Atlantis,San Atlantis,Nebraska,Nebraska,1.82785E+12,QZ22B1812209,,,Subscription Streaming,Track ,4,0.020353,0,134546,85,0.01730005,100,0.01730005,,,
2017-10,2017-07,Google Play Subscription,United States,San Atlantis,San Atlantis,Nebraska,Nebraska,1.82785E+12,QZ22B1812209,,,Subscription Streaming,Track ,1,0.006144,0,134546,85,0.0052224,100,0.0052224,,,
2017-10,2017-07,Spotify,Canada,San Atlantis,San Atlantis,Nebraska,Nebraska,1.82785E+12,QZ22B1812209,,,Subscription Streaming,Track ,1,0.004822,0,134546,85,0.0040987,100,0.0040987,,,
2017-10,2017-07,Spotify,Italy,San Atlantis,San Atlantis,Nebraska,Nebraska,1.82785E+12,QZ22B1812209,,,Subscription Streaming,Track ,1,0.002217,0,134546,85,0.00188445,100,0.00188445,,,
2017-10,2017-07,Spotify,United States,San Atlantis,San Atlantis,Welcome Home,Welcome Home,1.82785E+12,QZ22B1812207,,,Subscription Streaming,Track ,3,0.016675,0,134546,85,0.01417375,100,0.01417375,,,
2017-10,2017-07,Spotify,Canada,San Atlantis,San Atlantis,Welcome Home,Welcome Home,1.82785E+12,QZ22B1812207,,,Subscription Streaming,Track ,4,0.01929,0,134546,85,0.0163965,100,0.0163965,,,
2017-10,2017-07,Apple Music,Canada,San Atlantis,San Atlantis,Welcome Home,Welcome Home,1.82785E+12,QZ22B1812207,,,Subscription Streaming,Track ,1,0.001411,0,134546,85,0.00119935,100,0.00119935,,,
2017-10,2017-07,Spotify,Australia,San Atlantis,San Atlantis,Welcome Home,Welcome Home,1.82785E+12,QZ22B1812207,,,Subscription Streaming,Track ,1,0.00588,0,134546,85,0.004998,100,0.004998,,,
2017-10,2017-07,Spotify,Denmark,San Atlantis,San Atlantis,Welcome Home,Welcome Home,1.82785E+12,QZ22B1812207,,,Subscription Streaming,Track ,1,0.00569,0,134546,85,0.0048365,100,0.0048365,,,
